MON,Date Rptd,DR. NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
12,12/2/2015 0:00,151821301,12/2/2015 0:00,900,18,Southeast,1823,510,VEHICLE - STOLEN,IC,Invest Cont,         AVALON,   102ND,"(33.9438, -118.2652)"
12,12/2/2015 0:00,151821288,12/1/2015 0:00,2030,18,Southeast,1801,510,VEHICLE - STOLEN,IC,Invest Cont,  500 W  92ND                         ST,,"(33.9528, -118.2827)"
12,12/2/2015 0:00,151821323,12/2/2015 0:00,1515,18,Southeast,1835,520,VEHICLE - ATTEMPT STOLEN,IC,Invest Cont,10400    PARMELEE                     AV,,"(33.9425, -118.2506)"
12,12/2/2015 0:00,151821280,12/1/2015 0:00,2045,18,Southeast,1824,520,VEHICLE - ATTEMPT STOLEN,IC,Invest Cont, 9700    MCKINLEY                     AV,,"(33.9484, -118.2608)"
12,12/2/2015 0:00,151821289,12/2/2015 0:00,40,18,Southeast,1802,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  100 E  MANCHESTER                   AV,,"(33.9601, -118.2739)"
12,12/2/2015 0:00,151821291,12/2/2015 0:00,200,18,Southeast,1832,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,10500 S  FIGUEROA                     ST,,"(33.9408, -118.2826)"
12,12/2/2015 0:00,151821308,12/2/2015 0:00,400,18,Southeast,1824,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  700 E  97TH                         ST,,"(33.9484, -118.2630)"
12,12/2/2015 0:00,151821324,11/26/2015 0:00,1200,18,Southeast,1839,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,         JUNIPER,   SANTA ANA BL,"(33.9359, -118.2335)"
12,12/2/2015 0:00,151821274,11/10/2015 0:00,1150,18,Southeast,1849,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 1900 E  114TH                        ST,,"(33.9315, -118.2390)"
12,12/2/2015 0:00,151821278,12/1/2015 0:00,730,18,Southeast,1838,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 2100    SANTA ANA                    BL,,"(33.9360, -118.2348)"
12,12/2/2015 0:00,151821304,12/1/2015 0:00,1430,18,Southeast,1824,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 9700 S  CENTRAL                      AV,,"(33.9483, -118.2541)"
12,12/2/2015 0:00,151821319,12/1/2015 0:00,1300,18,Southeast,1864,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  800 E  116TH                        ST,,"(33.9292, -118.2604)"
12,12/2/2015 0:00,151821302,11/30/2015 0:00,600,18,Southeast,1822,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  100 E  101ST                        ST,,"(33.9447, -118.2739)"
12,12/2/2015 0:00,151821303,9/10/2015 0:00,1900,18,Southeast,1841,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,10700 S  VERMONT                      AV,,"(33.9391, -118.2916)"
12,12/2/2015 0:00,151821276,12/1/2015 0:00,1900,18,Southeast,1824,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  900 E  COLDEN                       AV,,"(33.9493, -118.2586)"
12,12/2/2015 0:00,151821279,12/1/2015 0:00,1210,18,Southeast,1801,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 8700 S  HOOVER                       ST,,"(33.9587, -118.2869)"
12,12/2/2015 0:00,151801416,12/1/2015 0:00,1145,18,Southeast,1841,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,IC,Invest Cont,  600 W  109TH                        PL,,"(33.9365, -118.2848)"
12,12/2/2015 0:00,151821305,11/30/2015 0:00,1140,18,Southeast,1801,946,OTHER MISCELLANEOUS CRIME,AA,Adult Arrest, 8800 S  HOOVER                       ST,,"(33.9580, -118.2869)"
12,12/2/2015 0:00,151821307,12/2/2015 0:00,641,18,Southeast,1827,956,"LETTERS, LEWD",IC,Invest Cont,10100    BEACH                        ST,,"(33.9449, -118.2415)"
12,12/2/2015 0:00,151821310,9/10/2015 0:00,1835,18,Southeast,1826,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",IC,Invest Cont, 1600 E  103RD                        ST,,"(33.9433, -118.2462)"
12,12/2/2015 0:00,151821275,12/1/2015 0:00,1600,18,Southeast,1829,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,10000    GRAPE                        ST,,"(33.9457, -118.2367)"
12,12/2/2015 0:00,151801415,7/1/2015 0:00,1200,18,Southeast,1834,812,"CHILD, CRIME AGAINST",IC,Invest Cont,  700 E  108TH                        ST,,"(33.9383, -118.2630)"
12,12/2/2015 0:00,151821325,11/28/2015 0:00,1430,18,Southeast,1826,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1400 E  100TH                        ST,,"(33.9461, -118.2467)"
12,12/2/2015 0:00,151821273,12/1/2015 0:00,1130,18,Southeast,1806,310,BURGLARY,IC,Invest Cont,  600 E  89TH                         ST,,"(33.9556, -118.2651)"
12,12/2/2015 0:00,151821290,12/1/2015 0:00,1330,18,Southeast,1831,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  500 W  127TH                        ST,,"(33.9176, -118.2828)"
12,12/2/2015 0:00,151821297,12/1/2015 0:00,2020,18,Southeast,1842,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         111TH                        PL,   SPRING                       ST,"(33.9348, -118.2762)"
12,12/2/2015 0:00,151821309,11/30/2015 0:00,2000,18,Southeast,1801,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         88TH,   VERMONT,"(33.9580, -118.2915)"
12,12/2/2015 0:00,151821322,11/28/2015 0:00,2100,18,Southeast,1849,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         115TH                        ST,   GORMAN,"(33.9297, -118.2305)"
12,12/2/2015 0:00,151821283,12/2/2015 0:00,25,18,Southeast,1842,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,         109TH,   BROADWAY,"(33.9374, -118.2781)"
12,12/1/2015 0:00,151821227,11/30/2015 0:00,1930,18,Southeast,1826,510,VEHICLE - STOLEN,IC,Invest Cont,         FIRTH                        BL,   92ND                         ST,"(33.9534, -118.2475)"
12,12/1/2015 0:00,151821251,11/29/2015 0:00,1900,18,Southeast,1842,510,VEHICLE - STOLEN,IC,Invest Cont,         FIGUEROA,   109TH,"(33.9374, -118.2826)"
12,12/1/2015 0:00,151821254,11/28/2015 0:00,1000,18,Southeast,1842,510,VEHICLE - STOLEN,IC,Invest Cont,         BROADWAY,   113TH                        ST,"(33.9320, -118.2785)"
12,12/1/2015 0:00,151821249,11/17/2015 0:00,1930,18,Southeast,1844,510,VEHICLE - STOLEN,IC,Invest Cont,  600 E  113TH                        ST,,"(33.9320, -118.2652)"
12,12/1/2015 0:00,151821247,12/1/2015 0:00,100,18,Southeast,1822,520,VEHICLE - ATTEMPT STOLEN,IC,Invest Cont,  100 W  CENTURY                      BL,,"(33.9456, -118.2739)"
12,12/1/2015 0:00,151821258,12/1/2015 0:00,1520,18,Southeast,1826,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,         92ND                         ST,   COMPTON                      AV,"(33.9533, -118.2460)"
12,12/1/2015 0:00,151821326,12/1/2015 0:00,2000,18,Southeast,1804,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  700    CAMELOT                      WY,,"(33.9573, -118.2630)"
12,12/1/2015 0:00,151821262,11/28/2015 0:00,1630,18,Southeast,1837,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 1700 E  114TH                        ST,,"(33.9311, -118.2435)"
12,12/1/2015 0:00,151821312,12/1/2015 0:00,1615,18,Southeast,1802,354,THEFT OF IDENTITY,IC,Invest Cont,  100 E  90TH                         ST,,"(33.9546, -118.2739)"
12,12/1/2015 0:00,151821267,11/12/2015 0:00,1,18,Southeast,1822,354,THEFT OF IDENTITY,IC,Invest Cont,  400 W  101ST                        ST,,"(33.9446, -118.2804)"
12,12/1/2015 0:00,151821268,11/12/2015 0:00,1,18,Southeast,1822,354,THEFT OF IDENTITY,IC,Invest Cont,  400 W  101ST                        ST,,"(33.9446, -118.2804)"
12,12/1/2015 0:00,151821232,11/30/2015 0:00,1900,18,Southeast,1846,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,11400    ALVARO                       ST,,"(33.9310, -118.2532)"
12,12/1/2015 0:00,151821248,12/1/2015 0:00,1145,18,Southeast,1826,210,ROBBERY,IC,Invest Cont, 1600 E  103RD                        ST,,"(33.9433, -118.2462)"
12,12/1/2015 0:00,151821244,11/30/2015 0:00,1500,18,Southeast,1805,210,ROBBERY,IC,Invest Cont,  200 E  91ST                         ST,,"(33.9538, -118.2717)"
12,12/1/2015 0:00,151821233,11/30/2015 0:00,2125,18,Southeast,1834,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,         108TH                        ST,   CENTRAL                      AV,"(33.9383, -118.2542)"
12,12/1/2015 0:00,151821271,11/30/2015 0:00,2325,18,Southeast,1849,330,BURGLARY FROM VEHICLE,IC,Invest Cont,11500    GRAPE                        ST,,"(33.9305, -118.2363)"
12,12/1/2015 0:00,151821253,11/25/2015 0:00,1700,18,Southeast,1803,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  200 E  88TH                         PL,,"(33.9565, -118.2717)"
12,12/1/2015 0:00,151821234,12/1/2015 0:00,430,18,Southeast,1824,310,BURGLARY,IC,Invest Cont,10000 S  CENTRAL                      AV,,"(33.9459, -118.2541)"
12,12/1/2015 0:00,151821257,12/1/2015 0:00,700,18,Southeast,1822,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 9400 S  SPRING                       ST,,"(33.9510, -118.2766)"
12,12/1/2015 0:00,151821263,12/1/2015 0:00,200,18,Southeast,1841,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  500 W  110TH                        ST,,"(33.9356, -118.2826)"
12,12/1/2015 0:00,151821269,11/24/2015 0:00,1800,18,Southeast,1822,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  100 W  98TH                         ST,,"(33.9472, -118.2739)"
12,12/1/2015 0:00,151821259,12/1/2015 0:00,1725,18,Southeast,1824,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  900 E  97TH                         ST,,"(33.9484, -118.2586)"
11,11/30/2015 0:00,151821176,11/29/2015 0:00,2100,18,Southeast,1824,510,VEHICLE - STOLEN,IC,Invest Cont,10300    PALOMA                       AV,,"(33.9436, -118.2638)"
11,11/30/2015 0:00,151821200,11/29/2015 0:00,2030,18,Southeast,1837,510,VEHICLE - STOLEN,IC,Invest Cont,         109TH,   COMPTON,"(33.9369, -118.2443)"
11,11/30/2015 0:00,151821192,11/29/2015 0:00,1800,18,Southeast,1801,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 8800    MENLO                        AV,,"(33.9580, -118.2904)"
11,11/30/2015 0:00,151821193,11/29/2015 0:00,2030,18,Southeast,1822,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  100 E  99TH                         ST,,"(33.9465, -118.2739)"
11,11/30/2015 0:00,151821219,11/29/2015 0:00,2100,18,Southeast,1846,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1300 E  IMPERIAL                     HY,,"(33.9295, -118.2529)"
11,11/30/2015 0:00,151821194,11/30/2015 0:00,1,18,Southeast,1802,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  100 E  87TH                         ST,,"(33.9591, -118.2739)"
11,11/30/2015 0:00,151821214,11/30/2015 0:00,1000,18,Southeast,1831,888,TRESPASSING,IC,Invest Cont,  700    ATHENS                       BL,,"(33.9221, -118.2870)"
11,11/30/2015 0:00,151821221,11/30/2015 0:00,1630,18,Southeast,1805,350,"THEFT, PERSON",IC,Invest Cont,         87TH                         ST,   HOOVER,"(33.9587, -118.2869)"
11,11/30/2015 0:00,151821222,11/30/2015 0:00,1755,18,Southeast,1804,350,"THEFT, PERSON",IC,Invest Cont,         87TH                         ST,   CENTRAL                      AV,"(33.9593, -118.2564)"
11,11/30/2015 0:00,151821211,11/28/2015 0:00,1800,18,Southeast,1821,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  500 W  103RD                        ST,,"(33.9431, -118.2826)"
11,11/30/2015 0:00,151821196,11/27/2015 0:00,1100,18,Southeast,1806,354,THEFT OF IDENTITY,IC,Invest Cont,  800 E  90TH                         ST,,"(33.9547, -118.2608)"
11,11/30/2015 0:00,151821313,11/24/2015 0:00,1330,18,Southeast,1804,354,THEFT OF IDENTITY,IC,Invest Cont,  700 E  87TH                         ST,,"(33.9593, -118.2630)"
11,11/30/2015 0:00,151821197,11/23/2015 0:00,2150,18,Southeast,1822,354,THEFT OF IDENTITY,IC,Invest Cont,  100 W  99TH                         ST,,"(33.9465, -118.2739)"
11,11/30/2015 0:00,151821198,9/15/2015 0:00,800,18,Southeast,1822,354,THEFT OF IDENTITY,IC,Invest Cont,  100 W  101ST                        ST,,"(33.9447, -118.2739)"
11,11/30/2015 0:00,151821201,11/29/2015 0:00,1700,18,Southeast,1862,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  100 W  119TH                        ST,,"(33.9247, -118.2739)"
11,11/30/2015 0:00,151821178,11/25/2015 0:00,800,18,Southeast,1823,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  400 E  104TH                        ST,,"(33.9419, -118.2673)"
11,11/30/2015 0:00,151821230,11/29/2015 0:00,1930,18,Southeast,1802,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,         92ND                         ST,   FIGUEROA,"(33.9528, -118.2827)"
11,11/30/2015 0:00,151821175,11/30/2015 0:00,240,18,Southeast,1802,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  200 W  88TH                         ST,,"(33.9572, -118.2761)"
11,11/30/2015 0:00,151821180,11/30/2015 0:00,15,18,Southeast,1829,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 2200 E  101ST                        ST,,"(33.9449, -118.2344)"
11,11/30/2015 0:00,151821255,11/30/2015 0:00,1530,18,Southeast,1802,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  100 W  90TH                         ST,,"(33.9546, -118.2739)"
11,11/30/2015 0:00,151821217,11/29/2015 0:00,830,18,Southeast,1861,121,"RAPE, FORCIBLE",IC,Invest Cont,  700 W  IMPERIAL                     HY,,"(33.9310, -118.2870)"
11,11/30/2015 0:00,151821189,11/24/2015 0:00,1430,18,Southeast,1841,320,"BURGLARY, ATTEMPTED",IC,Invest Cont,  500 W  111TH                        ST,,"(33.9348, -118.2826)"
11,11/30/2015 0:00,151821209,11/29/2015 0:00,1900,18,Southeast,1831,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  600 W  120TH                        ST,,"(33.9237, -118.2848)"
11,11/30/2015 0:00,151821250,11/29/2015 0:00,100,18,Southeast,1821,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  800 W  99TH                         ST,,"(33.9464, -118.2893)"
11,11/30/2015 0:00,151821195,11/29/2015 0:00,1900,18,Southeast,1837,310,BURGLARY,IC,Invest Cont, 1600 E  IMPERIAL                     HY,,"(33.9295, -118.2462)"
11,11/30/2015 0:00,151821212,11/27/2015 0:00,1500,18,Southeast,1864,310,BURGLARY,IC,Invest Cont,11600    STANFORD                     AV,,"(33.9292, -118.2622)"
11,11/30/2015 0:00,151821191,11/30/2015 0:00,900,18,Southeast,1802,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  100 W  88TH                         ST,,"(33.9572, -118.2739)"
11,11/30/2015 0:00,151821210,11/30/2015 0:00,1500,18,Southeast,1821,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         CENTURY                      BL,   HOOVER,"(33.9455, -118.2869)"
11,11/30/2015 0:00,151821223,11/30/2015 0:00,1600,18,Southeast,1823,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         103RD                        ST,   WALL,"(33.9429, -118.2717)"
11,11/30/2015 0:00,151821225,11/30/2015 0:00,1600,18,Southeast,1823,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         103RD                        ST,   WALL,"(33.9429, -118.2717)"
11,11/30/2015 0:00,151821190,11/30/2015 0:00,1125,18,Southeast,1831,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,  500 W  127TH                        ST,,"(33.9176, -118.2828)"
11,11/30/2015 0:00,151821207,11/30/2015 0:00,1845,18,Southeast,1805,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,         SAN PEDRO                    ST,   92ND                         ST,"(33.9529, -118.2695)"
11,11/29/2015 0:00,151821141,11/29/2015 0:00,700,18,Southeast,1842,510,VEHICLE - STOLEN,IC,Invest Cont,         SAN PEDRO,   111TH                        ST,"(33.9348, -118.2695)"
11,11/29/2015 0:00,151821142,11/28/2015 0:00,1600,18,Southeast,1823,510,VEHICLE - STOLEN,IC,Invest Cont,  400 E  104TH                        ST,,"(33.9419, -118.2673)"
11,11/29/2015 0:00,151821160,11/29/2015 0:00,1100,18,Southeast,1831,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,12400 S  VERMONT                      AV,,"(33.9201, -118.2915)"
11,11/29/2015 0:00,151821161,11/29/2015 0:00,1400,18,Southeast,1837,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1600 E  113TH                        ST,,"(33.9321, -118.2463)"
11,11/29/2015 0:00,151821152,9/6/2015 0:00,1200,18,Southeast,1864,354,THEFT OF IDENTITY,IC,Invest Cont,  800 E  116TH                        PL,,"(33.9283, -118.2604)"
11,11/29/2015 0:00,151821163,11/29/2015 0:00,2220,18,Southeast,1827,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 1900 E  92ND                         ST,,"(33.9533, -118.2385)"
11,11/29/2015 0:00,151821144,11/29/2015 0:00,1245,18,Southeast,1838,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 2100 E  105TH                        ST,,"(33.9406, -118.2348)"
11,11/29/2015 0:00,151821173,11/29/2015 0:00,1700,18,Southeast,1823,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  400 E  99TH                         ST,,"(33.9465, -118.2673)"
11,11/29/2015 0:00,151821151,11/28/2015 0:00,1900,18,Southeast,1826,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 9300    FIRTH                        BL,,"(33.9523, -118.2476)"
11,11/29/2015 0:00,151821157,11/29/2015 0:00,1645,18,Southeast,1822,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,AO,Adult Other, 9400 S  SPRING                       ST,,"(33.9510, -118.2766)"
11,11/29/2015 0:00,151821137,11/29/2015 0:00,1300,18,Southeast,1827,210,ROBBERY,IC,Invest Cont,         BELHAVEN                     ST,   92ND                         ST,"(33.9533, -118.2549)"
11,11/29/2015 0:00,151821140,11/28/2015 0:00,2350,18,Southeast,1862,210,ROBBERY,IC,Invest Cont,11400 S  FIGUEROA                     ST,,"(33.9310, -118.2826)"
11,11/29/2015 0:00,151821165,11/28/2015 0:00,2300,18,Southeast,1827,121,"RAPE, FORCIBLE",IC,Invest Cont, 9900    ANZAC                        AV,,"(33.9465, -118.2379)"
11,11/29/2015 0:00,151821154,11/29/2015 0:00,1025,18,Southeast,1803,956,"LETTERS, LEWD",IC,Invest Cont,  500 E  MANCHESTER                   AV,,"(33.9601, -118.2659)"
11,11/29/2015 0:00,151821145,11/29/2015 0:00,1307,18,Southeast,1829,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AA,Adult Arrest,10200    JUNIPER                      ST,,"(33.9439, -118.2326)"
11,11/29/2015 0:00,151821143,11/28/2015 0:00,1445,18,Southeast,1862,320,"BURGLARY, ATTEMPTED",IC,Invest Cont,  300 W  120TH                        ST,,"(33.9237, -118.2782)"
11,11/29/2015 0:00,151801413,11/28/2015 0:00,2300,18,Southeast,1881,330,BURGLARY FROM VEHICLE,IC,Invest Cont,         164TH                        ST,   VERMONT                      AV,"(33.8825, -118.2913)"
11,11/29/2015 0:00,151821149,11/28/2015 0:00,2100,18,Southeast,1801,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 9100 S  HOOVER                       ST,,"(33.9542, -118.2869)"
11,11/29/2015 0:00,151821150,11/28/2015 0:00,2000,18,Southeast,1846,330,BURGLARY FROM VEHICLE,IC,Invest Cont,11300    PARMELEE                     AV,,"(33.9320, -118.2501)"
11,11/29/2015 0:00,151821153,11/28/2015 0:00,2200,18,Southeast,1801,330,BURGLARY FROM VEHICLE,IC,Invest Cont,         87TH,   BROADWAY,"(33.9586, -118.2782)"
11,11/29/2015 0:00,151821220,11/20/2015 0:00,1630,18,Southeast,1844,310,BURGLARY,IC,Invest Cont,10900    MCKINLEY                     AV,,"(33.9373, -118.2608)"
11,11/29/2015 0:00,151821146,11/28/2015 0:00,2030,18,Southeast,1821,761,BRANDISH WEAPON,IC,Invest Cont,         VERMONT,   CENTURY,"(33.9455, -118.2916)"
11,11/29/2015 0:00,151821159,11/29/2015 0:00,1200,18,Southeast,1822,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  200 W  101ST                        ST,,"(33.9447, -118.2762)"
11,11/28/2015 0:00,151821127,11/28/2015 0:00,1730,18,Southeast,1822,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  100 W  94TH                         ST,,"(33.9511, -118.2739)"
11,11/28/2015 0:00,151821118,11/27/2015 0:00,1530,18,Southeast,1861,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  600 W  IMPERIAL                     HY,,"(33.9310, -118.2848)"
11,11/28/2015 0:00,151821114,11/28/2015 0:00,245,18,Southeast,1844,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,11300    AVALON                       BL,,"(33.9320, -118.2652)"
11,11/28/2015 0:00,151821125,11/28/2015 0:00,1800,18,Southeast,1802,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 9100 S  FIGUEROA                     ST,,"(33.9543, -118.2827)"
11,11/28/2015 0:00,151821126,11/28/2015 0:00,1115,18,Southeast,1805,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  200 E  92ND                         ST,,"(33.9529, -118.2717)"
11,11/28/2015 0:00,151821135,11/28/2015 0:00,1450,18,Southeast,1842,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  200 E  110TH                        ST,,"(33.9357, -118.2717)"
11,11/28/2015 0:00,151821139,11/28/2015 0:00,2300,18,Southeast,1832,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  200 W  106TH                        ST,,"(33.9401, -118.2762)"
11,11/28/2015 0:00,151821111,11/25/2015 0:00,405,18,Southeast,1841,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  800 W  IMPERIAL                     HY,,"(33.9310, -118.2893)"
11,11/28/2015 0:00,151801410,11/28/2015 0:00,1140,18,Southeast,1802,210,ROBBERY,AA,Adult Arrest,  100 W  MANCHESTER                   AV,,"(33.9601, -118.2739)"
11,11/28/2015 0:00,151821121,11/27/2015 0:00,1920,18,Southeast,1844,210,ROBBERY,IC,Invest Cont,         116TH                        PL,   STANFORD,"(33.9283, -118.2622)"
11,11/28/2015 0:00,151821138,11/28/2015 0:00,2130,18,Southeast,1863,910,KIDNAPPING,IC,Invest Cont,         118TH                        ST,   AVALON                       BL,"(33.9265, -118.2652)"
11,11/28/2015 0:00,151821252,11/19/2015 0:00,1000,18,Southeast,1822,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",IC,Invest Cont,  100 W  COLDEN                       AV,,"(33.9492, -118.2739)"
11,11/28/2015 0:00,151801412,11/28/2015 0:00,1530,18,Southeast,1841,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,11300 S  FIGUEROA                     ST,,"(33.9320, -118.2826)"
11,11/28/2015 0:00,151821119,11/28/2015 0:00,830,18,Southeast,1826,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 9600    COMPTON                      AV,,"(33.9490, -118.2462)"
11,11/28/2015 0:00,151821120,11/28/2015 0:00,1010,18,Southeast,1821,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  600 W  98TH                         ST,,"(33.9474, -118.2848)"
11,11/28/2015 0:00,151821112,11/27/2015 0:00,2045,18,Southeast,1846,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         115TH,   ALVARO,"(33.9304, -118.2532)"
11,11/28/2015 0:00,151821117,11/27/2015 0:00,730,18,Southeast,1849,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,11000    WILMINGTON                   AV,,"(33.9352, -118.2390)"
11,11/28/2015 0:00,151821133,11/28/2015 0:00,2150,18,Southeast,1826,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,         FIRTH                        BL,   92ND                         ST,"(33.9534, -118.2475)"
11,11/27/2015 0:00,151821064,11/27/2015 0:00,230,18,Southeast,1842,510,VEHICLE - STOLEN,IC,Invest Cont,         9TH                          ST,   GRAND,"(34.0444, -118.2593)"
11,11/27/2015 0:00,151821059,11/26/2015 0:00,325,18,Southeast,1824,510,VEHICLE - STOLEN,IC,Invest Cont,         WADSWORTH                    AV,E  95TH                         ST,"(33.9503, -118.2586)"
11,11/27/2015 0:00,151821061,11/26/2015 0:00,2000,18,Southeast,1838,510,VEHICLE - STOLEN,IC,Invest Cont,         105TH,   CROESUS,"(33.9406, -118.2338)"
11,11/27/2015 0:00,151821065,11/26/2015 0:00,2300,18,Southeast,1841,510,VEHICLE - STOLEN,IC,Invest Cont,  500 W  105TH                        ST,,"(33.9408, -118.2826)"
11,11/27/2015 0:00,151821066,11/26/2015 0:00,2200,18,Southeast,1871,510,VEHICLE - STOLEN,IC,Invest Cont,  800 W  149TH                        ST,,"(33.8965, -118.2892)"
11,11/27/2015 0:00,151821067,11/22/2015 0:00,2200,18,Southeast,1841,510,VEHICLE - STOLEN,IC,Invest Cont,11000 S  VERMONT                      AV,,"(33.9358, -118.2916)"
11,11/27/2015 0:00,151821106,11/27/2015 0:00,745,18,Southeast,1832,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,10500 S  BROADWAY,,"(33.9410, -118.2781)"
11,11/27/2015 0:00,151821071,11/26/2015 0:00,1900,18,Southeast,1826,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 9300    MAIE                         AV,,"(33.9524, -118.2446)"
